finding_id,session,severity,file_line,finding,impact,suggested_fix,safety,decision,fix_session_id,new_def_id,notes
DEF-093,P1-H4,MEDIUM,argus/main.py:739+792,Duplicate orchestrator YAML load + _latest_regime_vector typing,Triple-load of orchestrator.yaml; _latest_regime_vector uses object|None,Use self._config.orchestrator everywhere; type as RegimeVector|None via TYPE_CHECKING,weekend-only,fix-now,FIX-03-main-py,,Promoted from DEF via audit P1-H4
DEF-096,P1-H4,LOW,argus/strategies/pattern_strategy.py + argus/intelligence/counterfactual.py,Duck-typed candle store + store references (object + hasattr),No type safety; silent drift if symbols renamed,Define CandleStoreProtocol + CounterfactualStoreProtocol in argus/core/protocols.py,safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,Promoted from DEF via audit P1-H4
DEF-097+162,P1-H4,LOW,crontab + docs/live-operations.md,Monthly cache update cron (populate + consolidate pair),Cache grows stale month-over-month; manual update required,Schedule paired cron: populate_historical_cache.py --update && consolidate_parquet_cache.py --resume,safe-during-trading,fix-now,FIX-21-ops-cron,,Promoted from DEF via audit P1-H4
DEF-104,P1-H4,MEDIUM,argus/core/events.py + argus/models/trading.py,Dual ExitReason enums must be kept in sync,Historical source of 336 Pydantic validation errors (Sprint 27.8),Consolidate to single enum in models/trading.py; re-export from events.py,weekend-only,fix-now,FIX-05-core-orchestrator-risk-regime,,Promoted from DEF via audit P1-H4
DEF-106,P1-H4,LOW,argus/models/trading.py + argus/api/routes/counterfactual.py,from_dict() contains ~8 assert statements in production + 1 new site,assert isinstance strips under python -O; guard disappears,Replace all assert isinstance with if/raise TypeError (P1-F1 #7 extends scope),safe-during-trading,fix-now,FIX-07-intelligence-catalyst-quality,,Promoted from DEF via audit P1-H4
DEF-107,P1-H4,COSMETIC,argus/ui/src/features/learning/LearningInsightsPanel.tsx:388,Unused raiseRec destructured variable,Harmless cosmetic dead code,Delete the destructured variable,safe-during-trading,fix-now,FIX-08-intelligence-experiments-learning,,Promoted from DEF via audit P1-H4
DEF-109,P1-H4,LOW,argus/core/config.py (OrderManagerConfig),V1 trailing stop config dead code,enable_trailing_stop + trailing_stop_atr_multiplier no longer referenced post-Sprint 28.5,Delete fields; batch with P1-H2 config-consistency cleanup,weekend-only,fix-now,FIX-16-config-consistency,,Promoted from DEF via audit P1-H4
DEF-123,P1-H4,COSMETIC,argus/intelligence/experiments/runner.py,build_parameter_grid() float accumulation,"Cosmetic — already mitigated by round(v,6) + dedup",Use numpy.arange or integer-stepping,safe-during-trading,fix-now,FIX-08-intelligence-experiments-learning,,Promoted from DEF via audit P1-H4
DEF-142,P1-H4,CRITICAL,config/system_live.yaml + config/system.yaml,Sprint 32.9 quality recalibration never activated at runtime (CONFIRMED empirical),"Grade compression: 97% of signals grade B, zero A-grades, max composite 67.0 vs A- threshold 70",Copy weights/thresholds from config/quality_engine.yaml into system_live.yaml (Option A) OR merge standalone YAMLs in load_config (Option B),weekend-only,fix-now,FIX-01-catalyst-db-quality-pipeline,,Promoted from DEF via audit P1-H4
DEF-150,P1-H4,LOW,tests/sprint_runner/test_notifications.py:313-315,Time-of-day arithmetic bug (NOT xdist race),Test fails for first 2 minutes of every hour,Replace (datetime.now(UTC).minute - 2) % 60 with datetime.now(UTC) - timedelta(minutes=2). UPDATE DEF ROW.,safe-during-trading,fix-now,FIX-13-test-hygiene,,Promoted from DEF via audit P1-H4
DEF-163,P1-H4,LOW,tests/analytics/test_def159_entry_price_known.py + tests/core/test_regime_vector_expansion.py + 4 Vitest files,Timezone-boundary bugs + hardcoded Vitest dates (NOT date-decay),(a) UTC/ET mismatch in PnL test; (b) second hardcoded default at line 36; (c) 4 Vitest fixtures with hardcoded dates,Fix timezone in log_trade / ET-normalize exit_time; replace hardcoded default; Vitest date fixtures → new Date(Date.now()-N*DAY). UPDATE DEF ROW.,safe-during-trading,fix-now,FIX-05-core-orchestrator-risk-regime,,Promoted from DEF via audit P1-H4
DEF-164,P1-H4,LOW,docs/live-operations.md,Late-night ARGUS boot collides with after-hours auto-shutdown,Boot between 22:30 ET and pre-market may fail due to auto-shutdown timing,Doc fix: add warning to docs/live-operations.md (code fix is weekend-only followup),safe-during-trading,fix-now,FIX-15-docs-supporting,,Promoted from DEF via audit P1-H4 | RESOLVED FIX-15-docs-supporting
DEF-165,P1-H4,LOW,argus/data/historical_query_service.py,DuckDB connection close hangs when CREATE VIEW interrupted,Only manifests under DEF-164 conditions,HistoricalQueryService.close() calls conn.interrupt() before conn.close(),weekend-only,fix-now,FIX-06-data-layer,,Promoted from DEF via audit P1-H4
H1A-01,P1-H1A,MEDIUM,CLAUDE.md:10-24,"Relocate 5 sprint follow-on paragraphs (31.85, 31.75, 31.8, Apr 3-5, 31.5) to sprint-history.md",Claude reads CLAUDE.md on every session; archaeology bloats context by ~4KB per session,"Cut paragraphs at L:10, 12, 14, 16, 18 from CLAUDE.md; append full text to sprint-history.md if not already there",safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-02,P1-H1A,MEDIUM,CLAUDE.md:20-24,"Relocate Sprint 31A.75/31A.5/31A ""Previous"" paragraphs to sprint-history.md",Same as H1A-01 — sprint-level detail in context-load file,Remove L:20-24; verify sprint-history.md has the same content; add a single-line link back,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-03,P1-H1A,MEDIUM,CLAUDE.md:26-37,"Trim roadmap amendments + build track section; replace with ""Next: 31B"" + link to roadmap.md",Build track with ~23 strikethrough entries; roadmap.md is authoritative,Remove L:26-37; replace with single pointer line to docs/roadmap.md#current-queue,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-04,P1-H1A,MEDIUM,CLAUDE.md:54,"Split ""Infrastructure"" megaline (~4.1KB in one line) into structured bullets or relocate to project-knowledge.md",One-line walls of prose are unreadable and duplicate project-knowledge.md,Break into ~20 short bullets OR relocate to project-knowledge.md L:130 area (which already hosts similar content),safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-05,P1-H1A,MEDIUM,CLAUDE.md:263-416,Collapse ~80 resolved DEF rows from full descriptions to one-line strikethrough pointers,DEF table is 153 rows; ~80 are strikethrough with multi-line descriptions. Each description belongs in sprint-history.md,"For each strikethrough DEF row, replace full description with ""~~DEF-NNN~~ Brief name — RESOLVED Sprint X (see sprint-history)""; move detail to sprint-history.md",safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-06,P1-H1A,LOW,CLAUDE.md:265-269,"Remove archaeological DEF-001/002/005 entries (resolved ~19 sprints ago, purely historical)",No informational value in main context file,"Delete L:265, 266, 269 entirely; retain in sprint-history.md",safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-07,P1-H1A,LOW,CLAUDE.md:45-46,Remove resolved issues with strikethrough from Known Issues section,Resolved issues are clutter in an operational section,"Delete strikethrough lines under ""Known Issues""; they belong in resolved DEF records",safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-08,P1-H1A,LOW,CLAUDE.md:246-253,Trim Testing section; point to .claude/rules/testing.md (already authoritative),Duplication between CLAUDE.md testing guidance and the authoritative rule file,"Reduce to one-line pointer: ""See `.claude/rules/testing.md` for all testing guidance""",safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-09,P1-H1A,MEDIUM,docs/project-knowledge.md:19-101,"Collapse Sprint History table (83 rows) — keep last 10-15 for context, replace pre-Sprint 25 with single pointer",Duplicates sprint-history.md which already has all 83 rows,"Replace L:21-60 with single line ""Sprints 1-24: see `docs/sprint-history.md`""; keep most-recent rows for context",safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-10,P1-H1A,MEDIUM,docs/project-knowledge.md:105,Split Build Track Queue megaline (~4KB in one paragraph) into structured bullets or 5-line summary,Unreadable wall of prose,Replace with top-5 upcoming sprints + link to docs/roadmap.md,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-11,P1-H1A,MEDIUM,docs/project-knowledge.md:130,Split completed-infrastructure megaline (~3.5KB in one paragraph); overlaps with CLAUDE.md L:54,Duplicate inventory in two files,Keep in project-knowledge.md only; remove from CLAUDE.md (or vice versa — operator choice),safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-12,P1-H1A,MEDIUM,docs/project-knowledge.md:146-169,"Trim Key Components megalines (strategies, patterns, observatory, regime, VIX, market calendar, orchestrator, risk manager, data service, UM, broker, backtesting, evaluation, counterfactual, learning loop, event bus, order manager, exit management, experiment pipeline, historical query, arena — ~20 megaline paragraphs of 2-4KB each)",Each component megaline duplicates architecture.md with minor drift; unreadable format,Reduce each to 3-4 bullets + pointer to arch.md §3.x; detail stays in arch.md,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-13,P1-H1A,LOW,docs/project-knowledge.md:180-204,Remove File Structure tree; duplicates CLAUDE.md L:59-96,Duplicate between two primary-context files,Delete L:180-204; CLAUDE.md already has it,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-14,P1-H1A,MEDIUM,docs/project-knowledge.md:286-338,"Trim ""Key Active Decisions"" section; each subsection lists 5-15 DEC numbers, but dec-index.md is authoritative",Duplicate between project-knowledge.md and dec-index.md,Replace all per-sprint DEC listings with pointer to `docs/dec-index.md`; maybe keep top 5 most-cited DECs,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-15,P1-H1A,LOW,docs/project-knowledge.md:342-379,Trim Workflow section; 12 lines of runner detail belong in workflow/protocols/autonomous-sprint-runner.md,Duplicate between project-knowledge and the workflow submodule,Reduce to summary + pointer,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-16,P1-H1A,LOW,docs/project-knowledge.md:420-424,"Relocate Sprint 31A-era learnings (lookback_bars, PMH, 24-sym set) to sprint-history.md Sprint 31A section",Key Learnings should be timeless; sprint-specific lessons accumulate unbounded,Move to sprint-history.md; retain in project-knowledge only if genuinely durable pattern,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-17,P1-H1A,LOW,docs/project-knowledge.md:427-441,Filter Sprint 31.85 learnings (10 bullets) — keep 2-3 durable ones; relocate sprint-specific ones,Same pattern as H1A-16 — Key Learnings growing unbounded,"Keep durable learnings (e.g., ""ARGUS late-night boot collides with auto-shutdown""); relocate sprint-specific ones",safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-18,P1-H1A,MEDIUM,docs/architecture.md,"Rewrite §3.9 startup phase sequence — architecture.md lists 12 phases, actual main.py has 17 (adds 8.5, 10.25, 10.3, 10.5 Event Routing, 10.7)",Architecture.md is silently wrong; any new contributor builds incorrect mental model,Enumerate all 17 actual phases; cross-ref main.py:204-1361,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-19,P1-H1A,MEDIUM,docs/architecture.md,"Architecture.md target: ~1,500 lines (from 2,819). Triage 60+ sections: ~30 KEEP, 20 TRIM, 8 RELOCATE, 5 REMOVE","2,819 lines is a compression target itself — reference doc that has accumulated archaeology","Section-level triage per P1-H1A Q4 table; relocate DEC-log content, remove sprint-specific narrative",safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1A-20,P1-H1A,LOW,CLAUDE.md + project-knowledge.md + architecture.md,Fix broken links / relative paths identified in P1-H1A Q7,Broken links degrade navigation,Repair per P1-H1A Q7 inventory,safe-during-trading,fix-now,FIX-14-docs-primary-context,,
H1B-01,P1-H1B,CRITICAL,docs/paper-trading-guide.md,"Paper-trading guide describes obsolete Alpaca broker; 33 Alpaca references, --paper flag, ALPACA_BASE_URL",Rewrite from Alpaca-based to IBKR paper (ARGUS current state). Any operator following this guide today will fail.,Rewrite entire doc for IBKR paper per pre-live-transition-checklist.md + live-operations.md,safe-during-trading,fix-now,FIX-15-docs-supporting,RESOLVED FIX-15-docs-supporting
H1B-02,P1-H1B,MEDIUM,docs/sprint-campaign.md,"Header says ""Updated: Sprint 28 complete, Sprint 28.5 next"" — ~15 sprints stale",Misleads readers who check the header for currency,"Update header to current state; or reframe doc as process template with explicit ""not a sprint queue""",safe-during-trading,fix-now,FIX-15-docs-supporting,RESOLVED FIX-15-docs-supporting
H1B-03,P1-H1B,MEDIUM,docs/process-evolution.md,Doc stops at Sprint 21.5; missing Sprints 22-31.85 (~52 days). No lifecycle decision.,Either durable historical narrative or stale artifact; operator decides,"Option A: FREEZE with explicit ""frozen at Sprint 21.5"" header. Option B: refresh through Sprint 31.85.",safe-during-trading,fix-now,FIX-15-docs-supporting,RESOLVED FIX-15-docs-supporting
